frequency_hz,frequency_ghz,S21_model_real,S21_model_imag,S21_model_mag
6016000000.0,6.016,-0.06581782794582244,0.06577096986492319,0.09304733715952605
6018000000.0,6.018,-0.06556167866350612,0.0656769572370578,0.09279976519956908
6020000000.0,6.02,-0.06530725875479924,0.06558344080730992,0.09255390728754906
6022000000.0,6.022,-0.06505454995816509,0.0654904176349122,0.09230974635570514
6024000000.0,6.024,-0.06480353425851347,0.06539788478528008,0.09206726555504458
6026000000.0,6.026,-0.0645541938829803,0.06530583933030651,0.09182644825167322
6028000000.0,6.028,-0.06430651129678516,0.06521427834863575,0.09158727802318889
6030000000.0,6.03,-0.06406046919916848,0.06512319892591821,0.09134973865513972
6032000000.0,6.032,-0.06381605051940421,0.0650325981550455,0.09111381413754327
6034000000.0,6.034,-0.06357323841288565,0.0649424731363667,0.0908794886614648
6036000000.0,6.036,-0.06333201625728468,0.06485282097788632,0.0906467466156549
6038000000.0,6.038,-0.0630923676487808,0.06476363879544426,0.09041557258324306
6040000000.0,6.04,-0.06285427639835929,0.06467492371287813,0.09018595133848703
6042000000.0,6.042,-0.06261772652817511,0.06458667286216789,0.08995786784357451
6044000000.000001,6.044000000000001,-0.06238270226798324,0.0644988833835639,0.08973130724547825
6046000000.0,6.046,-0.062149188051632304,0.06441155242569811,0.08950625487286133
6047999999.999999,6.047999999999999,-0.06191716851361914,0.06432467714567858,0.08928269623303103
6050000000.000001,6.050000000000001,-0.061686628485703866,0.0642382547091675,0.08906061700894022
6052000000.000001,6.052000000000001,-0.06145755299358554,0.06415228229044419,0.08884000305623707
6053999999.999999,6.053999999999999,-0.061229927253631744,0.06406675707245085,0.08862084040035655
6055999999.999999,6.055999999999999,-0.0610037366696643,0.06398167624682277,0.08840311523365559
6058000000.0,6.058,-0.06077896682980198,0.06389703701390403,0.08818681391259349
6060000000.0,6.06,-0.06055560350335181,0.06381283658274607,0.08797192295494859
6061999999.999999,6.061999999999999,-0.06033363263775296,0.0637290721710914,0.08775842903707601
6064000000.0,6.064,-0.06011304035556969,0.06364574100534165,0.08754631899120248
6066000000.0,6.066,-0.05989381295153347,0.06356284032051032,0.08733557980275834
6068000000.0,6.068,-0.05967593688962973,0.06348036736015948,0.08712619860774297
